2022 ranged CAL Measured headspace CH4  in ppm from GC in ppm,2022 CAL Measured headspace CO2 in ppm from GC in ppm,Data#,Data Filename,Date Acquired,Sample Name,Sample Type,Level#,Ret. Time,Area,Conc. (ppt),Std. Conc.,Cal. Point,Accuracy[%],Deviation,,Data#,Data Filename,Date Acquired,Sample Name,Sample Type,Level#,Ret. Time,Area,Conc. (ppt),Std. Conc.,Cal. Point,Accuracy[%],Deviation,,Data#,Data Filename,Date Acquired,Sample Name,Sample Type,Level#,Ret. Time,Area,Conc. (ppt),Std. Conc.,Cal. Point,Accuracy[%],Deviation,,Analyst code,Note,Date/Time Sampled,Reservoir,Site,Sample ID,Rep,Water Vial
3.27,396,50,BRN09jun22_016.gcd,6/9/22 17:59,116,Unknown,0,6.564,"4,874",3.265,-----,-----,-----,-----,,50,BRN09jun22_016.gcd,6/9/22 17:59,116,Unknown,0,-----,-----,-----,-----,-----,-----,-----,,50,BRN09jun22_016.gcd,6/9/22 17:59,116,Unknown,0,13.69,"4,104",399.832,-----,-----,-----,-----,,1,,2022-06-07 10:15,BVR,50,3,1,
4.06,493,51,BRN09jun22_017.gcd,6/9/22 18:33,20,Unknown,0,6.561,"5,370",4.047,-----,-----,-----,-----,,51,BRN09jun22_017.gcd,6/9/22 18:33,20,Unknown,0,-----,-----,-----,-----,-----,-----,-----,,51,BRN09jun22_017.gcd,6/9/22 18:33,20,Unknown,0,13.68,"5,152",500.552,-----,-----,-----,-----,,1,,2022-06-07 9:24,BVR,1,5,1,
4.28,549,52,BRN09jun22_018.gcd,6/9/22 19:06,154,Unknown,0,6.559,"5,507",4.273,-----,-----,-----,-----,,52,BRN09jun22_018.gcd,6/9/22 19:06,154,Unknown,0,-----,-----,-----,-----,-----,-----,-----,,52,BRN09jun22_018.gcd,6/9/22 19:06,154,Unknown,0,13.69,"5,770",556.296,-----,-----,-----,-----,,1,,2022-06-07 10:21,BVR,50,3,2,
4.19,460,53,BRN09jun22_019.gcd,6/9/22 19:40,8,Unknown,0,6.565,"5,453",4.183,-----,-----,-----,-----,,53,BRN09jun22_019.gcd,6/9/22 19:40,8,Unknown,0,-----,-----,-----,-----,-----,-----,-----,,53,BRN09jun22_019.gcd,6/9/22 19:40,8,Unknown,0,13.672,"4,794",467.075,-----,-----,-----,-----,,1,,2022-06-07 10:24,BVR,50,4,2,
3.29,494,54,BRN09jun22_020.gcd,6/9/22 20:13,165,Unknown,0,6.568,"4,885",3.283,-----,-----,-----,-----,,54,BRN09jun22_020.gcd,6/9/22 20:13,165,Unknown,0,-----,-----,-----,-----,-----,-----,-----,,54,BRN09jun22_020.gcd,6/9/22 20:13,165,Unknown,0,13.686,"5,162",501.436,-----,-----,-----,-----,,1,,2022-06-07 10:13,BVR,50,1,1,
3.84,490,55,BRN09jun22_021.gcd,6/9/22 20:47,193,Unknown,0,6.558,"5,231",3.823,-----,-----,-----,-----,,55,BRN09jun22_021.gcd,6/9/22 20:47,193,Unknown,0,-----,-----,-----,-----,-----,-----,-----,,55,BRN09jun22_021.gcd,6/9/22 20:47,193,Unknown,0,13.677,"5,120",497.621,-----,-----,-----,-----,,1,Two of these vials they are on different days however neither one has already been analyzed on an earlier date ,,BVR,,,,
2.43,474,56,BRN09jun22_022.gcd,6/9/22 21:20,46,Unknown,0,6.562,"4,343",2.476,-----,-----,-----,-----,,56,BRN09jun22_022.gcd,6/9/22 21:20,46,Unknown,0,-----,-----,-----,-----,-----,-----,-----,,56,BRN09jun22_022.gcd,6/9/22 21:20,46,Unknown,0,13.688,"4,944",481.183,-----,-----,-----,-----,,1,,2022-06-07 9:21,BVR,1,2,1,
1.98,466,57,BRN09jun22_023.gcd,6/9/22 21:54,174,Unknown,0,6.54,"4,049",2.056,-----,-----,-----,-----,,57,BRN09jun22_023.gcd,6/9/22 21:54,174,Unknown,0,-----,-----,-----,-----,-----,-----,-----,,57,BRN09jun22_023.gcd,6/9/22 21:54,174,Unknown,0,13.676,"4,853",472.675,-----,-----,-----,-----,,1,Two of these vials they are on different days however neither one has already been analyzed on an earlier date ,,BVR,,,,
3.13,469,58,BRN09jun22_024.gcd,6/9/22 22:27,94,Unknown,0,6.552,"4,782",3.126,-----,-----,-----,-----,,58,BRN09jun22_024.gcd,6/9/22 22:27,94,Unknown,0,-----,-----,-----,-----,-----,-----,-----,,58,BRN09jun22_024.gcd,6/9/22 22:27,94,Unknown,0,13.667,"4,889",476.021,-----,-----,-----,-----,,1,,2022-06-07 9:30,BVR,1,5,2,
3.21,506,59,BRN09jun22_025.gcd,6/9/22 23:01,50,Unknown,0,6.557,"4,833",3.203,-----,-----,-----,-----,,59,BRN09jun22_025.gcd,6/9/22 23:01,50,Unknown,0,-----,-----,-----,-----,-----,-----,-----,,59,BRN09jun22_025.gcd,6/9/22 23:01,50,Unknown,0,13.651,"5,288",513.017,-----,-----,-----,-----,,1,,2022-06-07 10:17,BVR,50,5,1,
3.54,548,60,BRN09jun22_026.gcd,6/9/22 23:34,39,Unknown,0,6.579,"5,044",3.529,-----,-----,-----,-----,,60,BRN09jun22_026.gcd,6/9/22 23:34,39,Unknown,0,-----,-----,-----,-----,-----,-----,-----,,60,BRN09jun22_026.gcd,6/9/22 23:34,39,Unknown,0,13.684,"5,764",555.738,-----,-----,-----,-----,,1,,2022-06-07 10:14,BVR,50,2,1,
0.77,496,61,BRN09jun22_027.gcd,6/10/22 0:08,25,Unknown,0,6.567,"4,556",2.787,-----,-----,-----,-----,,61,BRN09jun22_027.gcd,6/10/22 0:08,25,Unknown,0,-----,-----,-----,-----,-----,-----,-----,,61,BRN09jun22_027.gcd,6/10/22 0:08,25,Unknown,0,13.69,"5,180",503.106,-----,-----,-----,-----,,1,,2022-06-07 10:19,BVR,50,1,2,
2.61,478,62,BRN09jun22_028.gcd,6/10/22 0:41,air,Unknown,0,6.583,"4,452",2.634,-----,-----,-----,-----,,62,BRN09jun22_028.gcd,6/10/22 0:41,air,Unknown,0,-----,-----,-----,-----,-----,-----,-----,,62,BRN09jun22_028.gcd,6/10/22 0:41,air,Unknown,0,13.675,"4,987",485.229,-----,-----,-----,-----,,1,,,BVR,,,,
2928.93,1554,63,BRN09jun22_029.gcd,6/10/22 1:15,air + 100,Unknown,0,6.485,"2,434,651",0,-----,-----,-----,-----,,63,BRN09jun22_029.gcd,6/10/22 1:15,air + 100,Unknown,0,6.438,"19,774","2,616.80",-----,-----,-----,-----,,63,BRN09jun22_029.gcd,6/10/22 1:15,air + 100,Unknown,0,13.662,"22,427","1,606.04",-----,-----,-----,-----,,1,,,BVR,,,,
7.52,229,64,BRN09jun22_030.gcd,6/10/22 1:48,yellow tank,Unknown,0,6.543,"7,492",8.141,-----,-----,-----,-----,,64,BRN09jun22_030.gcd,6/10/22 1:48,yellow tank,Unknown,0,-----,-----,-----,-----,-----,-----,-----,,64,BRN09jun22_030.gcd,6/10/22 1:48,yellow tank,Unknown,0,13.699,"3,102",294.476,-----,-----,-----,-----,,1,,,BVR,,,,
1.07,513,35,BRN15jun22_001.gcd,6/15/22 9:29,air,Unknown,0,6.555,"3,467",1.259,-----,-----,-----,-----,,35,BRN15jun22_001.gcd,6/15/22 9:29,air,Unknown,0,-----,-----,-----,-----,-----,-----,-----,,35,BRN15jun22_001.gcd,6/15/22 9:29,air,Unknown,0,13.678,"5,368",520.296,-----,-----,-----,-----,,1,,,BVR,,,,
3640.13,1459,36,BRN15jun22_002.gcd,6/15/22 10:02,air + 100,Unknown,0,6.491,"2,661,034",0,-----,-----,-----,-----,,36,BRN15jun22_002.gcd,6/15/22 10:02,air + 100,Unknown,0,6.446,"23,165","3,130.30",-----,-----,-----,-----,,36,BRN15jun22_002.gcd,6/15/22 10:02,air + 100,Unknown,0,13.652,"19,817","1,474.48",-----,-----,-----,-----,,1,,,BVR,,,,
6.57,348,37,BRN15jun22_003.gcd,6/15/22 10:36,yellow tank,Unknown,0,6.542,"6,918",6.868,-----,-----,-----,-----,,37,BRN15jun22_003.gcd,6/15/22 10:36,yellow tank,Unknown,0,-----,-----,-----,-----,-----,-----,-----,,37,BRN15jun22_003.gcd,6/15/22 10:36,yellow tank,Unknown,0,13.694,"3,599",347.957,-----,-----,-----,-----,,1,,,BVR,,,,
2.9,582,38,BRN15jun22_004.gcd,6/15/22 11:10,220,Unknown,0,6.577,"4,637",2.907,-----,-----,-----,-----,,38,BRN15jun22_004.gcd,6/15/22 11:10,220,Unknown,0,-----,-----,-----,-----,-----,-----,-----,,38,BRN15jun22_004.gcd,6/15/22 11:10,220,Unknown,0,13.656,"6,149",589.39,-----,-----,-----,-----,,1,,2022-06-13 10:52,BVR,1,5,1,
3.27,628,39,BRN15jun22_005.gcd,6/15/22 11:43,73,Unknown,0,6.573,"4,876",3.269,-----,-----,-----,-----,,39,BRN15jun22_005.gcd,6/15/22 11:43,73,Unknown,0,-----,-----,-----,-----,-----,-----,-----,,39,BRN15jun22_005.gcd,6/15/22 11:43,73,Unknown,0,13.672,"6,680",634.338,-----,-----,-----,-----,,1,,2022-06-13 10:30,BVR,1,6,1,
2.58,608,40,BRN15jun22_006.gcd,6/15/22 12:17,359,Unknown,0,6.576,"4,436",2.611,-----,-----,-----,-----,,40,BRN15jun22_006.gcd,6/15/22 12:17,359,Unknown,0,-----,-----,-----,-----,-----,-----,-----,,40,BRN15jun22_006.gcd,6/15/22 12:17,359,Unknown,0,13.668,"6,446",614.693,-----,-----,-----,-----,,1,,2022-06-13 11:00,BVR,1,4,2,
3.53,475,41,BRN15jun22_007.gcd,6/15/22 12:50,236,Unknown,0,6.572,"5,037",3.518,-----,-----,-----,-----,,41,BRN15jun22_007.gcd,6/15/22 12:50,236,Unknown,0,-----,-----,-----,-----,-----,-----,-----,,41,BRN15jun22_007.gcd,6/15/22 12:50,236,Unknown,0,13.697,"4,951",481.865,-----,-----,-----,-----,,1,,2022-06-13 10:58,BVR,1,2,2,
2.73,451,42,BRN15jun22_008.gcd,6/15/22 13:24,244,Unknown,0,6.578,"4,529",2.748,-----,-----,-----,-----,,42,BRN15jun22_008.gcd,6/15/22 13:24,244,Unknown,0,-----,-----,-----,-----,-----,-----,-----,,42,BRN15jun22_008.gcd,6/15/22 13:24,244,Unknown,0,13.665,"4,689",457.03,-----,-----,-----,-----,,1,,2022-06-13 10:50,BVR,1,3,1,
4.25,514,43,BRN15jun22_009.gcd,6/15/22 13:58,264,Unknown,0,6.576,"5,489",4.243,-----,-----,-----,-----,,43,BRN15jun22_009.gcd,6/15/22 13:58,264,Unknown,0,-----,-----,-----,-----,-----,-----,-----,,43,BRN15jun22_009.gcd,6/15/22 13:58,264,Unknown,0,13.668,"5,384",521.744,-----,-----,-----,-----,,1,,2022-06-13 10:51,BVR,1,4,1,
3.23,590,44,BRN15jun22_010.gcd,6/15/22 14:31,330,Unknown,0,6.566,"4,850",3.229,-----,-----,-----,-----,,44,BRN15jun22_010.gcd,6/15/22 14:31,330,Unknown,0,-----,-----,-----,-----,-----,-----,-----,,44,BRN15jun22_010.gcd,6/15/22 14:31,330,Unknown,0,13.677,"6,239",597.094,-----,-----,-----,-----,,1,,2022-06-13 10:48,BVR,1,1,1,
3.44,458,45,BRN15jun22_011.gcd,6/15/22 15:05,360,Unknown,0,6.582,"4,978",3.426,-----,-----,-----,-----,,45,BRN15jun22_011.gcd,6/15/22 15:05,360,Unknown,0,-----,-----,-----,-----,-----,-----,-----,,45,BRN15jun22_011.gcd,6/15/22 15:05,360,Unknown,0,13.666,"4,766",464.424,-----,-----,-----,-----,,1,,2022-06-13 11:02,BVR,1,6,2,
4.05,455,46,BRN15jun22_012.gcd,6/15/22 15:39,385,Unknown,0,6.581,"5,365",4.04,-----,-----,-----,-----,,46,BRN15jun22_012.gcd,6/15/22 15:39,385,Unknown,0,-----,-----,-----,-----,-----,-----,-----,,46,BRN15jun22_012.gcd,6/15/22 15:39,385,Unknown,0,13.685,"4,740",461.904,-----,-----,-----,-----,,1,,2022-06-13 11:01,BVR,1,5,2,
3.12,478,47,BRN15jun22_013.gcd,6/15/22 16:12,329,Unknown,0,6.571,"4,778",3.12,-----,-----,-----,-----,,47,BRN15jun22_013.gcd,6/15/22 16:12,329,Unknown,0,-----,-----,-----,-----,-----,-----,-----,,47,BRN15jun22_013.gcd,6/15/22 16:12,329,Unknown,0,13.674,"4,990",485.537,-----,-----,-----,-----,,1,,2022-06-13 10:57,BVR,1,1,2,
2.72,459,48,BRN15jun22_014.gcd,6/15/22 16:46,287,Unknown,0,6.587,"4,522",2.737,-----,-----,-----,-----,,48,BRN15jun22_014.gcd,6/15/22 16:46,287,Unknown,0,-----,-----,-----,-----,-----,-----,-----,,48,BRN15jun22_014.gcd,6/15/22 16:46,287,Unknown,0,13.698,"4,777",465.472,-----,-----,-----,-----,,1,,2022-06-13 10:59,BVR,1,3,2,
2.78,509,49,BRN15jun22_015.gcd,6/15/22 17:19,208,Unknown,0,6.565,"4,564",2.799,-----,-----,-----,-----,,49,BRN15jun22_015.gcd,6/15/22 17:19,208,Unknown,0,-----,-----,-----,-----,-----,-----,-----,,49,BRN15jun22_015.gcd,6/15/22 17:19,208,Unknown,0,13.69,"5,331",516.981,-----,-----,-----,-----,,1,,2022-06-13 10:49,BVR,1,2,1,
3.09,660,50,BRN15jun22_016.gcd,6/15/22 17:53,320,Unknown,0,6.581,"4,761",3.093,-----,-----,-----,-----,,50,BRN15jun22_016.gcd,6/15/22 17:53,320,Unknown,0,-----,-----,-----,-----,-----,-----,-----,,50,BRN15jun22_016.gcd,6/15/22 17:53,320,Unknown,0,13.686,"7,053",665.101,-----,-----,-----,-----,,1,,2022-06-13 12:33,BVR,50,2,2,
3.14,554,51,BRN15jun22_017.gcd,6/15/22 18:27,157,Unknown,0,6.589,"4,790",3.138,-----,-----,-----,-----,,51,BRN15jun22_017.gcd,6/15/22 18:27,157,Unknown,0,-----,-----,-----,-----,-----,-----,-----,,51,BRN15jun22_017.gcd,6/15/22 18:27,157,Unknown,0,13.708,"5,833",561.888,-----,-----,-----,-----,,1,,2022-06-13 12:32,BVR,50,1,2,
2.33,563,52,BRN15jun22_018.gcd,6/15/22 19:00,201,Unknown,0,6.586,"4,277",2.38,-----,-----,-----,-----,,52,BRN15jun22_018.gcd,6/15/22 19:00,201,Unknown,0,-----,-----,-----,-----,-----,-----,-----,,52,BRN15jun22_018.gcd,6/15/22 19:00,201,Unknown,0,13.67,"5,933",570.632,-----,-----,-----,-----,,1,,2022-06-13 12:25,BVR,50,3,1,
2.51,504,53,BRN15jun22_019.gcd,6/15/22 19:34,234,Unknown,0,6.578,"4,390",2.545,-----,-----,-----,-----,,53,BRN15jun22_019.gcd,6/15/22 19:34,234,Unknown,0,-----,-----,-----,-----,-----,-----,-----,,53,BRN15jun22_019.gcd,6/15/22 19:34,234,Unknown,0,13.677,"5,269",511.311,-----,-----,-----,-----,,1,,2022-06-13 12:36,BVR,50,5,2,
2.21,576,54,BRN15jun22_020.gcd,6/15/22 20:08,315,Unknown,0,6.574,"4,197",2.266,-----,-----,-----,-----,,54,BRN15jun22_020.gcd,6/15/22 20:08,315,Unknown,0,-----,-----,-----,-----,-----,-----,-----,,54,BRN15jun22_020.gcd,6/15/22 20:08,315,Unknown,0,13.691,"6,077",583.14,-----,-----,-----,-----,,1,,2022-06-13 12:27,BVR,50,5,1,
2.04,483,55,BRN15jun22_021.gcd,6/15/22 20:41,318,Unknown,0,6.581,"4,092",2.116,-----,-----,-----,-----,,55,BRN15jun22_021.gcd,6/15/22 20:41,318,Unknown,0,-----,-----,-----,-----,-----,-----,-----,,55,BRN15jun22_021.gcd,6/15/22 20:41,318,Unknown,0,13.684,"5,045",490.595,-----,-----,-----,-----,,1,,2022-06-13 10:30,BVR,50,6,1,
2.73,480,56,BRN15jun22_022.gcd,6/15/22 21:15,415,Unknown,0,6.561,"4,531",2.75,-----,-----,-----,-----,,56,BRN15jun22_022.gcd,6/15/22 21:15,415,Unknown,0,-----,-----,-----,-----,-----,-----,-----,,56,BRN15jun22_022.gcd,6/15/22 21:15,415,Unknown,0,13.693,"5,006",486.956,-----,-----,-----,-----,,1,,2022-06-13 12:35,BVR,50,4,2,
2.6,546,57,BRN15jun22_023.gcd,6/15/22 21:49,151,Unknown,0,6.586,"4,449",2.63,-----,-----,-----,-----,,57,BRN15jun22_023.gcd,6/15/22 21:49,151,Unknown,0,-----,-----,-----,-----,-----,-----,-----,,57,BRN15jun22_023.gcd,6/15/22 21:49,151,Unknown,0,13.697,"5,742",553.79,-----,-----,-----,-----,,1,Two of these vials they are on different days however neither one has already been analyzed on an earlier date ,,BVR,,,,
2.38,465,58,BRN15jun22_024.gcd,6/15/22 22:22,233,Unknown,0,6.578,"4,307",2.423,-----,-----,-----,-----,,58,BRN15jun22_024.gcd,6/15/22 22:22,233,Unknown,0,-----,-----,-----,-----,-----,-----,-----,,58,BRN15jun22_024.gcd,6/15/22 22:22,233,Unknown,0,13.708,"4,847",472.044,-----,-----,-----,-----,,1,,2022-06-13 12:34,BVR,50,3,2,
2.18,611,59,BRN15jun22_025.gcd,6/15/22 22:56,178,Unknown,0,6.581,"4,183",2.245,-----,-----,-----,-----,,59,BRN15jun22_025.gcd,6/15/22 22:56,178,Unknown,0,-----,-----,-----,-----,-----,-----,-----,,59,BRN15jun22_025.gcd,6/15/22 22:56,178,Unknown,0,13.715,"6,479",617.523,-----,-----,-----,-----,,1,,2022-06-13 12:24,BVR,50,2,1,
2.32,438,60,BRN15jun22_026.gcd,6/15/22 23:30,175,Unknown,0,6.58,"4,268",2.367,-----,-----,-----,-----,,60,BRN15jun22_026.gcd,6/15/22 23:30,175,Unknown,0,-----,-----,-----,-----,-----,-----,-----,,60,BRN15jun22_026.gcd,6/15/22 23:30,175,Unknown,0,13.709,"4,554",444.042,-----,-----,-----,-----,,1,,2022-06-13 12:26,BVR,50,4,1,
2.05,512,61,BRN15jun22_027.gcd,6/16/22 0:03,85,Unknown,0,6.567,"4,100",2.128,-----,-----,-----,-----,,61,BRN15jun22_027.gcd,6/16/22 0:03,85,Unknown,0,-----,-----,-----,-----,-----,-----,-----,,61,BRN15jun22_027.gcd,6/16/22 0:03,85,Unknown,0,13.69,"5,357",519.273,-----,-----,-----,-----,,1,,2022-06-13 12:23,BVR,50,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
